Kenmerk,Onderwerp,Toelichting
ERP,Niet-benutte zelfstandigenaftrek uit voorgaande jaren wordt niet benut in aangifte 2024.,"Probleembeschrijving: Er is sprake van niet-benutte zelfstandigenaftrek uit voorgaande jaren. Maar deze wordt niet benut in de aangifte 2024, terwijl daar wel de ruimte voor is. In de aangifte 2023 was dit ook mogelijk, en in die aangifte is dit automatisch toegepast. Aanvullende details: - Over welk specifiek bedrag aan niet-benutte zelfstandigenaftrek gaat het? - het totaal van de niet-benutte zelfstandigenaftrek bedraagt € 19.182. - Kun je bevestigen dat de diagnose van de aangifte 2024 is bijgevoegd in de zip-bestanden? - diagnose is bijgevoegd. - Zijn er wijzigingen geweest in de persoonlijke of fiscale situatie tussen 2023 en 2024 die dit kunnen beïnvloeden? - nee"
ERP,"Analyse toont geen mutaties, terwijl deze wel aanwezig zijn bij het artikel.",Probleembeschrijving: Op verzoek van mijn collega Lambert Brouwers schiet ik een incident in. Hierover heeft hij reeds contact gehad met Dennis van Woensel. In de bijlage tref je de reeds gevoerde correspondentie. Aanvullende details: - Kun je aangeven wat het probleem precies is? - Analyse (LAMBERT_Mutaties tbv confrontatieverschillen) lijkt niet mutaties weer te geven - Welke stappen hebben jullie al ondernomen om dit op te lossen? - de gegevensverzameling bekeken die gebruikt wordt voor de analyse. - Wat is de gewenste situatie die je wilt bereiken met betrekking tot dit incident? - Verklaring wat de reden is waarom er mutaties lijken te missen die wel voorkomen bij het tabblad mutaties bij het desbetreffende artikel.
HRM,[Betalingscockpit] Medewerker is niet meegenomen in het betaalbestand,"Probleembeschrijving: Goedemorgen, Bij de laatste controle van de accountant (jaarrekening) is gebleken dat er van een medewerker nog een netto te betalen salaris open staat. Bij medewerker 3851 A Jacobs is er in de maand augustus 2024 een terugwerkende kracht uitbetaling van uren geweest. Hiervan is netjes een salarisstrook gemaakt. Echter we kunnen deze betaling niet terugvinden op de betaallijst van augustus 2024. Ook niet in de betalingscockpit bij het verwerkte betaalbestand. In de loon journaalpost (op medewerker niveau bekeken) komt deze betaling wel voor. Ook hebben we geconstateerd dat deze medewerker niet geblokkeerd is voor betalingen. Kortom, we staan voor een raadsel. Kunnen jullie misschien spreekwoordelijk licht schijnen op deze situatie. Met vriendelijke groet, André Hertogh Aanvullende details: - Kun je bevestigen of de terugwerkende kracht uitbetaling van uren correct is opgenomen in de loonberekening? - Ja - Is er een verschil te zien tussen de loonberekening en de daadwerkelijke betaalgegevens? - Ja - Kun je een schermafbeelding of export van de loon journaalpost en de betalingscockpit toevoegen? - Loonjournaal[post zit hierbij, betalingscockpit niet want daar komt de mw niet voor"
HRM,"Uitbetaling IKB werkt niet bij invoeren opdracht in AFAS, geen foutmelding zichtbaar.","Probleembeschrijving: Beste mensen, Per januari zijn wij overgegaan naar AFAS. Onze consultant heeft een inrichting/knop bij Mijn InSite voor uitbetaling IKB gedaan (maandelijks volledige saldo uitbetalen) die niet werkt. Je kan een opdracht invoeren met start en einddatum maar de uitbetaling wordt niet uitgevoerd. Kan u ons helpen het werkend te maken? Alvast dank. Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt bij het invoeren van de opdracht? - Alle velden gevuld die nodig zijn, Saldoberekening, Aanmaken - Sinds wanneer speelt dit probleem en heeft het ooit gewerkt zoals verwacht? - We komen er nu achter dat het niet werkt, collega's die er gebruik van hebben gemaakt hebben dit niet eerder gemeld. - Is er een specifieke foutmelding of waarschuwing zichtbaar in AFAS Profit tijdens het proces? - Nee, ook niet in de Payroll Auditor"
HRM,"[PCC] Opslaan in Profit lukt niet op Apple, terwijl het op Windows wel werkt.","Probleembeschrijving: Het opslaan in Profit lukt wel met Windows, maar niet met Apple. Klopt dat? Bij windows: Aanpassen van documenten in Insite doe je dit met ""potloodje""/ wijzigen/met kruisje rechtsboven sluiten en dan slaat ie op in Profit. Bij Apple is er geen kruisje rechtsboven en kan dus niet opslaan in Profit. Klopt dit? Hebben jullie hier een oplossing voor zodat de mensen die Apple hebben ook in Insite kunnen werken. Aanvullende details: - Kun je aangeven welke browser je gebruikt op de Apple-apparaten? - Google Chrome - Heb je al geprobeerd een andere browser te gebruiken op Apple? - Ons is adviseerd om juist Google Chrome te gebruiken. - Kun je een schermafbeelding toevoegen van het scherm op Apple waar het probleem zich voordoet? - Ja, zie bijlage"
HRM,[consultancymodus][Verwerkingscode]Vakantietoeslag op aparte loonstrook,"Probleembeschrijving: Bij Brabant Sport wil ik graag de vakantietoeslag via een aparte loonstrook. Hiervoor heb ik de inrichting gevolgd volgens het HELP-artikel: https://help.afas.nl/help/NL/SE/Hrm_WgImpl_HoliDy_FAQ_Slip.htm Echter moet de verwerkingscode bij het salarisverwerkingsplan nog worden toegevoegd, de code bestaat nog niet. Dit lukt volgens het artikel alleen met een consultancymodus. Willen jullie mij hiervoor terugbellen? Ik ben a.s. vrijdag en maandag niet bereikbaar. Geen aanvullende vragen gesteld."
ERP,[HRM] Aanpassen van kostenplaatscode in Profit zonder verlies van historie.,"Probleembeschrijving: Ik wil graag weten of het mogelijk is de code bij een kostenplaats aan te passen. Dus niet de omschrijving maar echt de benaming van de kostenplaats zelf. Wij hebben bijvoorbeeld de kostenplaats F/0010, is het mogelijk F/0010 aan te passen naar iets anders zonder verlies van historie. Zelf zie ik die mogelijkheid niet, eventueel is er mogelijk een oplossing via jullie of een consultant. Dit omdat wij voor ons nieuwe ERP de benamingen van kostenplaatsen willen aanpassen. Aanvullende details: - Kun je bevestigen of je specifiek vraagt naar een oplossing binnen Profit of een andere module? - Binnen Profit - Wil je dat de historie van transacties en gegevens gekoppeld aan de kostenplaats behouden blijft na de wijziging? - Ja - Heb je al geprobeerd om de benaming aan te passen via de instellingen van de kostenplaats? - Ja"
ERP,SEPA-generatie mislukt ondanks het volgen van instructies en video's.,Probleembeschrijving: ik krijg met geen mogelijkheid de sepa gegenereerd Aanvullende details: - Kun je aangeven welke stappen je precies doorloopt om de SEPA te genereren? - alle fimpjes bekeken en daar naar gehandeld - Sinds wanneer ervaar je dit probleem? - vandaag - Heeft het genereren van de SEPA eerder gewerkt? - heeft de vorige keer Sjoerd gedaan en ik dacht het te kunnen volgen maar niet dus
ERP,[integratiesoort] Geen integratiesoort gevonden voor verkoopfacturen Ordermanagement bij specifieke klanten.,"Probleembeschrijving: Collega van mij kan bij sommige klanten geen verkooporder inzetten, krijgt dan melding op scherm geen integratiesoort gevonden voor verkoopfacturen Ordermanagement. Dit terwijl ik en andere collegas dit wel kunnen bij die klant. Hoe kan ik dit aanpassen? Aanvullende details: - Kun je aangeven bij welke specifieke klanten dit probleem zich voordoet? - Snackworld Kerkdriel klantnummer 10747 Kraay Zuilichem klantnummer 10511 - Welke stappen doorloopt je collega precies voordat de melding verschijnt? - Bij aanmaken nieuwe order - Heeft je collega dezelfde rechten en instellingen als jij en de andere collega's? - Ja"
HRM,[inrichting] cafetaria plan,"Probleembeschrijving: Is er een template voor de cafetariaregel. De bedoeling is dat de medewerker een deel van zijn vakantiegeld inhoudt, om het vervolgens netto uitgekeerd te krijgen. Is hiervoor een template beschikbaar die ik kan kopiëren? Geen aanvullende vragen gesteld."
HRM,[Connector] Contractwijziging in AFAS blokkeert planning in Tamigo tot ingangsdatum nieuw contract.,Probleembeschrijving: Als wij een contractwijziging in Afas doorvoeren ontstaat er een probleem binnen ons tijdregistratiesysteem van Tamigo. De planning binnen Tamigo is dan geblokkeerd tot het moment van ingaan van het nieuwe contract. Dit is voor onze transportplanners niet handig en enorm lastig. Vraag is nu dan ook of wij dit binnen Afas op een andere wijze kenbaar kunnen maken waarbij de einddatum niet zorgt voor de eerder genoemde blokkade. Aanvullende details: - Kun je precies aangeven welke stappen jullie doorlopen bij het wijzigen van een contract in AFAS? - n.v.t. - Speelt dit probleem bij alle medewerkers of slechts enkele specifieke gevallen? - Uitsluitend in gevallen waarbij sprake is van een contractwijziging - Wat is de gewenste situatie voor hoe de einddatum verwerkt moet worden in Tamigo via AFAS? - Zoals hierboven omschreven
HRM,Afwezigheid op 5 mei in AFAS Insite/Pocket app zonder feestdagstatus.,"Probleembeschrijving: Goedemiddag, Een aantal van onze medewerkers is naar ons toegekomen dat zij maandag 5 mei afwezig staan in AFAS Insite/Pocket app. Echter is maandag volgens onze CAO geen vrije dag. Ik heb zojuist gekeken naar bij wie het allemaal goed staat en bij wie niet, maar het lijkt erop dat alle mensen die dit jaar in AFAS zijn gezet wel op afwezig staan en de mensen die in 2024 erin zijn gezet niet. Echter weet ik het niet zeker en kan ik verder ook geen verschil vinden in de instellingen. Zouden jullie hier eens naar kunnen kijken? Groet, Lydia Aanvullende details: - Kun je aangeven welk verlof- of afwezigheidstype hier is gekoppeld, en zo mogelijk het stamnummer van dit type erbij vermelden? - Onbekend, want moet juist geen feestdag of iets aan gekoppeld zijn - Zijn er instellingen aanwezig bij medewerkers of groepen die alleen effect hebben op medewerkers toegevoegd in 2023? - Nee zover ik weet niet - Kun je controleren wanneer dit probleem zich begon voor te doen en of dit samenvalt met een specifieke actie of wijziging in AFAS? - Sinds een paar dagen krijgen we er vragen over en het enige wat ik kan bedenken is dat het dit jaar Lustrumjaar is"
ERP,[best practice] [Autorisatie] Verschil tussen rechten op tabblad en rechten op acties in autorisaties.,Probleembeschrijving: Autorisaties - Wat is het verschil tussen rechten op tabblad en rechten op acties. Geen aanvullende vragen gesteld.
ERP,[Licenties] Licenties van abonnement verlagen voor Insite gebruikers en andere gebruikers.,"Probleembeschrijving: Hallo, ik zou graag de licenties van het abonnement willen verlagen. Kunnen jullie mij hierbij helpen? Ik ben bereikbaar op 06-40663422. Aanvullende details: - Kun je aangeven om welke specifieke licenties het gaat die je wilt verlagen? - Insite gebruikers en andere gebruikers die niet relevant zijn. - Wil je ook doorgeven hoeveel licenties er precies verwijderd moeten worden of wat de gewenste nieuwe aantallen zijn? - Graag meekijken naar de mogelijkheden"
HRM,[Profiel] Verplichte velden instellen in workflows voor verlofaanvragen en aankopen verlofuren.,"Probleembeschrijving: Wij willen bij bepaalde workflows velden verplicht stellen, maar ik krijg niet gevonden hoe ik dat moet doen in de workflow of op een andere plek in Profit. We willen verplichte velden bij aanvraag aankoop verlofuren en aanvragen verlof. Ik heb gekeken op AFAS-help en vind: https://help.afas.nl/help/NL/SE/App_FldSet_Required.htm?query=verplicht%20veld Helaas helpt dit mij niet, aangezien het een voorbeeld is van iets dat wij niet gebruiken. Overige helpartikelen over workflows inrichten/wijzigen etc. geven hier geen info over. Enige plek waar ik een veld kan verplichten in de workflow is bij een vervolgactie, zie knipsel. Ik zie vast iets over het hoofd, maar ben nu al een half uur bezig en kan niet het juiste vinden. Graag hulp. Alvast bedankt. Aanvullende details: - Kun je aangeven welke velden je precies verplicht wilt stellen? - Opmerkingenveld bij aanvragen van (regulier) verlof en aankopen verlofuren - Heb je al geprobeerd om de instellingen van de workflow te bekijken waar je de velden wilt verplichten? - Ik heb zoveel geprobeerd, geen idee of ik dit al geprobeerd heb. - Kun je een voorbeeld geven van hoe je verwacht dat de workflow werkt na het verplicht stellen van de velden? - Bij verlofaanvraag moet de werknemer verplicht het opmerkingen veld invullen, zodat de ontvangen de reden ziet."
ERP,"Bijlage tonen toont alleen laatst toegevoegde bijlage, niet meerdere opties.","Probleembeschrijving: Beste Dennis, In de bijlage een afbeelding van een crediteurenkaart. De factuur is ingeboekt via de workflow ""met inkoop"", daarna is er een bijlage (dossieritem) aan de factuur toegevoegd. Wat blijkt als je nu via profit, keuze ""bijlage tonen"" gebruikt, wordt de laatst toegevoegde bijlage getoond en je krijgt niet de optie dat je meerdere bijlages kan openen. De factuur kan dan wel weer geopend worden via dossier. Om de betalingen te autoriseren via betaalvoorstel krijg je dan ook niet de factuur naar voren, dus alleen de laatstbijgevoegde bijlage. De directie kan de factuur niet inzien via deze wijze. Is dit op een andere wijze op te lossen? zouden we dit aankomende dinsdag ook op de agenda kunnen plaatsen? Tevens nog een vraag over de tegel ""Kantoorartikelen"", ik kan hier geen afbeelding in plaatsen..... gr. Ingrid Aanvullende details: - Kun je bevestigen of de situatie waarbij alleen de laatst toegevoegde bijlage wordt getoond altijd optreedt, of slechts sporadisch? - nvt - Wat is precies het gewenste gedrag dat je verwacht bij het tonen van meerdere bijlagen via keuze 'bijlage tonen'? - dat er gekozen kan worden voor welke bijlage je zou willen openen - Is er een specifieke foutmelding wanneer geprobeerd wordt om andere documenten te openen in deze workflow? - nvt"
ERP,"Bijlage tonen toont alleen laatst toegevoegde bijlage, niet meerdere opties.","Probleembeschrijving: Beste Dennis, In de bijlage een afbeelding van een crediteurenkaart. De factuur is ingeboekt via de workflow ""met inkoop"", daarna is er een bijlage (dossieritem) aan de factuur toegevoegd. Wat blijkt als je nu via profit, keuze ""bijlage tonen"" gebruikt, wordt de laatst toegevoegde bijlage getoond en je krijgt niet de optie dat je meerdere bijlages kan openen. De factuur kan dan wel weer geopend worden via dossier. Om de betalingen te autoriseren via betaalvoorstel krijg je dan ook niet de factuur naar voren, dus alleen de laatstbijgevoegde bijlage. De directie kan de factuur niet inzien via deze wijze. Is dit op een andere wijze op te lossen? zouden we dit aankomende dinsdag ook op de agenda kunnen plaatsen? Tevens nog een vraag over de tegel ""Kantoorartikelen"", ik kan hier geen afbeelding in plaatsen..... gr. Ingrid Aanvullende details: - Kun je bevestigen of de situatie waarbij alleen de laatst toegevoegde bijlage wordt getoond altijd optreedt, of slechts sporadisch? - nvt - Wat is precies het gewenste gedrag dat je verwacht bij het tonen van meerdere bijlagen via keuze 'bijlage tonen'? - dat er gekozen kan worden voor welke bijlage je zou willen openen - Is er een specifieke foutmelding wanneer geprobeerd wordt om andere documenten te openen in deze workflow? - nvt"
HRM,Vraag over de betekenis van het 'Limiet' veld bij verlofsoorten.,Probleembeschrijving: Wij hebben een vraag over de instelling van een verlofsoort. Wanneer je bij Type Verlof (bijv. Negatief verlof) in de Eigenschappen van de verlofsoort op het tabblad 'Instellingen' kijkt kun je daar een veld 'Limiet' invullen. Nu is ons niet helemaal duidelijk wat er met dit veld wordt bedoeld. Zie bijvoorbeeld een screenshot van het Negatieve verlof zoals dit bij ons is ingesteld. Moet je dit dan zo lezen en een medewerker in deze verlofpot 40 uur in de min mag staan? Geen aanvullende vragen gesteld.
ERP,[importdefinitie] Importeren van tellijsten in AFAS: zijn er importmogelijkheden beschikbaar?,"Probleembeschrijving: Importeren van de inventarisatie. Wij willen voortaan onze tellijsten elke maand inlezen in AFAS. We zien hier geen importmogelijkheden voor. Zijn deze er wel? Zo ja, waar. Zo nee kunnen we deze aanmaken? Aanvullende details: - Kun je aangeven welke module of functionaliteit in AFAS je gebruikt voor de inventarisatie? - Ordermanagement - Welke gegevens wil je precies importeren en in welk formaat zijn deze beschikbaar (bijvoorbeeld Excel, CSV)? - Kan beide.. - Heb je al geprobeerd een bestaande importfunctie te gebruiken, zoals via InSite of Profit? Zo ja, wat gebeurde er toen? - niet de juiste import."
ERP,"[autorisatietool | gegevensfilter] Foutmelding bij artikelkeuze in ordermanagement: ""Item (Other revenues) mag niet gekozen worden vanwege filterautorisatie.""","Probleembeschrijving: Ik wil een baliefactuur maken in ordermanagement. Op het moment dat ik een artikel wil kiezen krijg ik de melding ""Item (Other revenues) mag niet gekozen worden vanwege filterautorisatie."" Als ik via Ordermanagement-Item-Artikel de artikelen wil raadplegen, blijft het scherm ook leeg. Dit ondanks het feit dat ik volgens de Autorisatietool alle rechten heb op artikelen Aanvullende details: - Kun je bevestigen of de filterautorisatie-instellingen recent zijn gewijzigd in jullie omgeving? - Nee, geen idee. - Speelt dit probleem ook bij andere gebruikers of alleen voor jouw account? - Ja. - Welke specifieke stappen doorloop je om het artikel te selecteren voordat deze foutmelding verschijnt? - ordermanagement - verkoopproces - Balie-/directfactuur. Daarna de headergegevens ingevuld en de melding komt zodra ik een artikel wil selecteren."
ERP,[Actief] Verwerking van immateriële vaste activa in AFAS en best practices.,"Probleembeschrijving: Goedemiddag, Wij moeten voor het eerst gebruikmaken van immateriele vaste activa. Op de helppagina kan ik hier niet veel informatie over vinden, alleen over materiele vaste activa. Hoe wordt immateriele vaste activa doorgaans verwerkt in AFAS? Kan dit gewoon via de activamodule lopen? Of is hier een andere systematiek voor? Evt. tips en tricks worden zeer gewaardeerd. Met vriendelijke groet, Chiel Doldersum Aanvullende details: - Kun je aangeven welke specifieke informatie of stappen je zoekt over het verwerken van immateriële vaste activa in AFAS? - We zijn benieuwd wat in AFAS de (beste) methode is voor verwerking van immateriele vaste activa. - Heb je al geprobeerd de activamodule te gebruiken voor dit type activa, en zo ja, waar loop je precies tegenaan? - Nee wij moeten dit nog inrichten. Voor we hier mee beginnen zijn we benieuwd wat de beste methode is. Als dit de activamodule is dan zullen we hier mee aan de slag."
ERP,[betaalopdracht verdwenen] Betaalopdracht blijft hangen en verschijnt niet in de wachtrij voor verwerking.,"Probleembeschrijving: Vandaag een betaalopdracht crediteuren gemaakt voor de betalingen via financieel/ crediteur/ betaalopdracht/nieuw vervolgens de crediteuren geselecteerd en akkoord gegeven. De selectie komt niet bij de betaalopdrachten naar voren voor de controle en de verwerking via de wachtrij? Het valt op dat Afas vanmorgen erg traag is met het verwerken van de betaalopdrachten (andere administratie) Betaalopdracht is een uur geleden gemaakt, maar nog steeds geen opdracht. Als ik nu weer een nieuwe opdracht maakt is hij leeg, dus er ""hangt"" ergens een betaalopdracht. Aanvullende details: - Kun je aangeven of je een foutmelding krijgt of dat het proces zonder melding stopt? - nee - Welke stappen doorloop je precies bij het maken van de betaalopdracht? - zie boven - Speelt dit probleem bij meerdere gebruikers of alleen bij jou? - geen idee, alleen ik doe betalingen"
ERP,"[Woonplaats | Adres] Postcode bestaat niet volgens AFAS bij projectaanmaak, ondanks correcte invoer.","Probleembeschrijving: We willen een nieuw project aanmaken en daar zegt AFAS dat de postcode niet bestaat terwijl in google maps en gezocht op internet dit wel de postcode is 2914RP valkendaal 68 Nieuwerkerk aan den IJssel. Het adres 2911BS, huisnummer 1 doet het ook niet voor een ander project. Aanvullende details: - Kun je bevestigen of de postcode en woonplaats correct zijn ingevoerd in het systeem? - Ja - Heb je gecontroleerd of deze postcodes en adressen aanwezig zijn in de database van AFAS? - Nee - Is er een specifieke reden waarom je denkt dat dit probleem zich voordoet, zoals recente wijzigingen in de adresgegevens? - Nee, dit is een nieuw adres bij het invoeren van een projectlocatie."
ERP,[e-mailinstellingen facturen | spf record] Facturen naar Magnit Global worden gemarkeerd als verdachte e-mails met links.,"Probleembeschrijving: Hello Team, I received an information from one of our clients - Magnit Global that since last month all invoices that we send them directly from AFAS they receive an information that the email contain suspicious links and cannot be open. That means that all invoices sent to Magnit needs to be sent manually. Can you please have a look what might be the problem and how we can fix that. Example of invoices: V02250299, V02250085, V02250288, V02250290. Aanvullende details: - Kun je aangeven of er recent wijzigingen zijn doorgevoerd in de instellingen voor het verzenden van e-mails vanuit AFAS? - No - Zijn er specifieke foutmeldingen of waarschuwingen zichtbaar bij het verzenden van deze e-mails? - No - Kun je een voorbeeldbestand (zonder gevoelige informatie) delen dat als verdacht wordt gemarkeerd, zodat we dit kunnen analyseren? - In AFAS"
ERP,Het beginsaldo in het bestand komt niet overeen met het saldo van het dagboek plus het totaal van de niet-verwerkte bankafschriftmutaties van bankafschriften met de status ingelezen of onderhanden,"Probleembeschrijving: Geachte, Al 3 dagen lang krijg ik de melding dat een bankafschrift wordt geblokkeerd omdat het beginsaldo niet zou aansluiten. Dit is echter niet het geval, het bedrag sluit exact aan. Graag wil ik van deze melding af. Ik heb de controles doorlopen maar vandaag heb ik weer dezelfde melding. Aanvullende details: - Kun je bevestigen of de foutmelding consistent optreedt bij hetzelfde bankafschrift of bij meerdere? - zie bijlage - Heb je gecontroleerd of er handmatige boekingen zijn die het beginsaldo beïnvloeden? - ja - Kun je aangeven welke stappen je hebt doorlopen tijdens de controles? - zoals beschreven"
ERP,[memoboeking | factuurnummer | grijs] Factuurnummer veld is donkergrijs bij Financieel > Financiële mutaties.,Probleembeschrijving: Het kantoor kan in de financiële mutaties geen factuurnummer invullen omdat dit veld donkergrijs blijft. Hierdoor kan hij niet de benodigde factuur opzoeken Aanvullende details: - Kun je aangeven in welk specifiek scherm of proces je dit probleem tegenkomt? - Het invoeren van boekingen bij Financieel > Financiele mutaties - Sinds wanneer speelt dit probleem? - sinds een paar dagen - Is er recent iets gewijzigd in de instellingen of rechten van de gebruiker? - ERP omzetting
ERP,Bij het aanmaken van een inkooprelatie wordt de bijlage niet opgeslagen in het dossier.,"Probleembeschrijving: Goedemorgen Dennis, Graag plaatsen wij nog 2 puntjes ter bespreking op de agenda:  Bij het aanmaken van een inkooprelatie wordt gevraagd een bijlage toe te voegen, zodat de gegevens gecontroleerd kunnen worden. Deze bijlage wordt niet in profit bij de nieuw aangemaakt relatie in het dossier gevoegd. Hoe kan dit wel geregeld worden?  Bij het aanmaken van een inkooprelatie wordt de melding getoond, indien deze op een al bestaande relatie lijkt, dat deze relatie misschien al bestaat. Indien je (bewust) doorklikt om verder te gaan, en de beoordelaar heeft niet in de gaten dat de relatie al bestaat, wordt in profit een ""dubbele"" crediteur aangemaakt. Graag zouden wij zien dat dit absoluut niet mogelijk is om een dubbele crediteur aan te maken. gr. Ingrid Aanvullende details: - Kun je aangeven in welke omgeving of versie van Profit je dit probleem ervaart? - Kopie en Live - Kun je een voorbeeld of een specifiek scenario beschrijven waarbij de bijlage niet in het dossier wordt opgeslagen? - bij het aanmaken van een inkooprelatie via insite - Kun je aangeven welke stappen je doorloopt bij het aanmaken van de inkooprelatie? - workflow"
HRM,"[Lease a bike | fietsplan] Componenten tellen mee voor pensioengrondslag, uitschakelen niet mogelijk.","Probleembeschrijving: Hallo, wij hebben component 1102779/1102495/11022496/1102803/908 aangemaakt ivm het starten met Lease a Bike. Nu tellen deze componenten mee voor de pensioengrondslag en dat moet niet. Nu kunnen wij deze zelf niet uitschakelen, is het mogelijk dat jullie dit uitschakelen? Met vriendelijke groet, Erika de Laak Aanvullende details: - Kun je bevestigen of de genoemde componenten eigen looncomponenten zijn, en zo ja, kun je aangeven waarom deze niet door jullie zelf uit te schakelen zijn? - Alleen de 907 is een eigen component, de andere zijn afas componenten - Heb je geprobeerd om in het tabblad Classificering van elk component de instellingen voor pensioengrondslag aan te passen? Wat gebeurde er toen? - Kan vanuit ons niet aangepast worden - Wil je dat wij alleen advies geven over hoe dit aangepast kan worden, of verwacht je dat we dit direct aanpassen in jullie omgeving? - Als jullie het aan willen passen, dan heel erg graag, dan is namelijk alles geregeld."
ERP,"[Insite Publiceren] InSite is sinds 30 maart 2025 niet vernieuwd, geen wijzigingen doorgevoerd.","Probleembeschrijving: Onze InSite is sinds 30 maart 2025 niet meer vernieuwd. Daardoor worden er geen wijzigingen doorgevoerd op onze InSite omgeving. Aanvullende details: - Kun je aangeven welke specifieke wijzigingen niet worden doorgevoerd? - Nieuwe modules, zoals declaratie module en in en uitdienst meldingen - Zijn er foutmeldingen zichtbaar in de applicatie of logbestanden? - Nee - Is er sinds 30 maart 2025 iets gewijzigd in de configuratie of infrastructuur van jullie omgeving? - Niet dat wij van op de hoogte waren"
HRM,[Standaardrooster] Kan je een standaardrooster aanpassen?,"Probleembeschrijving: Wij hebben een standaard rooster ingericht voor de CAO GGI. Nu willen we dit standaard rooster qua tijden aanpassen. Kan dit? Of moet je een nieuw standaard rooster aanmaken en dit opnieuw allemaal bij de medewerkers aanpassen? Ik hoor het graag. Aanvullende details: - Kun je aangeven welke specifieke wijzigingen je wilt doorvoeren in het standaard rooster? - nu staat er van 08.30 tot 17.00 en het moet naar 07.00 tot 15.45 - Zijn er al medewerkers gekoppeld aan dit rooster, en zo ja, hoeveel? - ja, bijna iedereen - Wil je dat de wijzigingen met terugwerkende kracht worden toegepast of alleen voor toekomstige periodes? - Dat maakt niet uit. Het mag met de ingang van dit jaar of vanaf de nieuwe periode."
HRM,"[Ouderverlof] Geen ouderverlof saldo voor kind geboren in 2019, recht op onbetaald saldo?",Probleembeschrijving: een collega heeft een kind van nu 5 jaar. geboren in 2019. waarom genereert het systeem geen ouderverlof saldo voor dit kind? Er is toch nog steeds recht om het onbetaalde saldo op te nemen? Aanvullende details: - Kun je aangeven welke medewerker het betreft? - elvira verschoor - Is er een specifieke foutmelding of afwijking zichtbaar in het systeem? - nee - Kun je bevestigen of de geboortedatum van het kind correct is geregistreerd in de omgeving? - ja
ERP,[Kortingsgroep] Korting van 0 bij toekennen kortingsgroep aan artikel ondanks actieve staffels.,"Probleembeschrijving: Goedendag, Wij willen graag kortingsgroepen gaan gebruiken. We hebben kortingsgroepen aangemaakt in kortingsgroepen inkoop met staffels De kortingsgroepen gekoppeld aan prijsgroepen. Deze willen we vervolgens koppelen aan een artikel maar krijgen ene melding dat dit item een korting heeft van 0 terwijl deze staffels wel zijn ingevuld. Wat zien we over het hoofd. Alvast bedankt. Aanvullende details: - Kun je precies aangeven welke stappen je volgt wanneer je de melding krijgt? - Als we de kortingsgroep willen toekennen aan het artikel - Heb je gecontroleerd of de kortingsgroepen correct zijn ingesteld en gekoppeld aan de juiste prijsgroepen? - Ja, volgens ons zijn deze goed ingesteld - Kun je bevestigen of de staffels in de kortingsgroepen correct zijn ingevuld en actief zijn? - Ja, deze zijn actief"
HRM,"Uurloon presentatie voor oproepkrachten: bruto uurloon, toeslag, vakantiegeld zichtbaar.","Probleembeschrijving: Ik wil voor oproepkrachten het uurloon op een andere manier presenteren op de loonstrook. Het uurloon van een oproepkracht zal bestaan uit volgende componenten: Bruto uurloon + Toeslag + Vakantiegeld. Hoe richt ik dit in. Aanvullende details: - Kun je aangeven of je al specifieke looncomponenten hebt ingericht voor het bruto uurloon, de toeslag en het vakantiegeld? - de looncomponent Bruto uurloon en vakantiegeld zijn geactiveerd - Wil je dat deze drie componenten afzonderlijk zichtbaar blijven op de loonstrook, of moeten ze worden samengevoegd tot één totaalbedrag? - Ja - Heb je een voorbeeld van hoe de huidige loonstrook eruitziet en hoe je wilt dat deze eruit komt te zien? - Nee"
HRM,Heropenen van incident 2343620 na meivakantie zonder contact.,"Probleembeschrijving: zie incident 2343620, door de meivakantie hebben we elkaar niet meer kunnen bereiken, maar de vraag loopt nog. Aanvullende details: - Kun je kort samenvatten wat de vraag of het probleem precies is? - zie incident 2343620 - Kun je aangeven wat je precies verwacht of wat de gewenste situatie is? - incident heropenen - Zijn er specifieke stappen of details die je kunt delen om het probleem beter te begrijpen? - zie incident 2343620"
